name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
GCA-002718515	26455	G	507	78	585	0.00017
UBA854	26489	G	281	28	309	0.00009
F1-60-MAGs104	26453	G	161	0	161	0.00005
QWPT01	26477	G	81	7	88	0.00002
JAKVBQ01	26473	G	45	0	45	0.00001
JABAAC01	26459	G	21	3	24	0.00001
UBA1924	26567	G	595	13	608	0.00017
JACVCS01	26517	G	222	18	240	0.00007
GCA-2732755	26504	G	221	23	244	0.00007
UBA2402	26570	G	82	17	99	0.00003
J022	26506	G	19	0	19	0.00001
OFTM74	26557	G	12	0	12	0.00000
UBA7800	26449	G	567	48	615	0.00017
GCA-2686995	26421	G	123	0	123	0.00003
JAJRRS01	26432	G	121	0	121	0.00003
SKPT01	26447	G	120	13	133	0.00004
JAFIFY01	26428	G	47	2	49	0.00001
UBA6626	26448	G	27	15	42	0.00001
RI-212	26582	G	14	1	15	0.00000
JAQURJ01	26662	G	81	3	84	0.00002
PLanc-01	26673	G	56	24	80	0.00002
JAFGPS01	26654	G	33	2	35	0.00001
Fen-1362	26645	G	25	0	25	0.00001
CS2-K091	26640	G	20	0	20	0.00001
G020350405	26646	G	19	0	19	0.00001
JAIPFM01	26660	G	16	0	16	0.00000
S145-28	26692	G	201	17	218	0.00006
JAHDQI01	26629	G	31	16	47	0.00001
DRGS01	26623	G	19	0	19	0.00001
VRUF01	26633	G	15	0	15	0.00000
4572-13	26618	G	11	0	11	0.00000
Anaerohalosphaera	26619	G	11	0	11	0.00000
JAFGGI01	26696	G	57	0	57	0.00002
UBA12454	26699	G	11	1	12	0.00000
DAOVXR01	26679	G	29	0	29	0.00001
JANQJS01	26689	G	14	0	14	0.00000
JAUWNJ01	26610	G	232	0	232	0.00007
JAJRYB01	26606	G	91	0	91	0.00003
DAOVZK01	26593	G	11	0	11	0.00000
JAJRUK01	26784	G	154	4	158	0.00004
JAKSDK01	26805	G	31	0	31	0.00001
JALSRY01	26746	G	10	0	10	0.00000
JAMDCX01	26822	G	179	14	193	0.00005
JAJZGD01	26818	G	24	18	42	0.00001
JAJYPG01	26816	G	10	1	11	0.00000
JADYZN01	26708	G	13	0	13	0.00000
STB-87	26414	G	11	0	11	0.00000
Scalindua	26291	G	719	104	823	0.00023
SCAELEC01	26290	G	26	1	27	0.00001
Brocadia	26279	G	418	627	1045	0.00030
Anammoxibacter_B	26272	G	18	0	18	0.00001
PUNP01	26307	G	52	35	87	0.00002
NORP259	27209	G	348	3	351	0.00010
WYBT01	27220	G	139	9	148	0.00004
CALBMX01	27177	G	96	0	96	0.00003
N075bin59	27208	G	41	4	45	0.00001
JARGPD01	27205	G	39	1	40	0.00001
GCA-2746235	27227	G	10	0	10	0.00000
QQUA01	27238	G	10	0	10	0.00000
JADKAF01	27223	G	10	1	11	0.00000
CAKKQI01	26359	G	581	0	581	0.00016
JACRIP01	26377	G	113	5	118	0.00003
WSZJ01	26378	G	11	3	14	0.00000
S139-23	26318	G	527	0	527	0.00015
RBC034	26321	G	10	0	10	0.00000
JAJDCR01	27299	G	361	0	361	0.00010
JABWCH01	27295	G	23	2	25	0.00001
JAQBXN01	26396	G	255	129	384	0.00011
DSUN01	26392	G	72	9	81	0.00002
DAOVDS01	27143	G	300	6	306	0.00009
JADLAK01	27292	G	126	6	132	0.00004
JACQVU01	27283	G	12	0	12	0.00000
JANQLF01	27172	G	52	0	52	0.00001
UBA11346	27175	G	19	0	19	0.00001
BOG-1363	27164	G	16	0	16	0.00000
GH22	27167	G	11	0	11	0.00000
CAMZKK01	27153	G	16	0	16	0.00000
JAFGGJ01	27151	G	19	0	19	0.00001
GCA-2746535	26323	G	47	34	81	0.00002
JAKLKS01	26354	G	40	94	134	0.00004
B129-G9	26254	G	24	0	24	0.00001
Sulfurimonas	18962	G	2987	175	3162	0.00090
Sulfuricurvum	18961	G	1710	68	1778	0.00050
GCA-2733885	18948	G	152	10	162	0.00005
S145-25	18959	G	68	2	70	0.00002
BB26	18946	G	22	0	22	0.00001
S012-15	18958	G	21	0	21	0.00001
S010-53	18957	G	11	3	14	0.00000
GLR69	18949	G	10	0	10	0.00000
UBA1140	18978	G	1369	45	1414	0.00040
Sulfurovum	18976	G	1075	34	1109	0.00031
JAADEQ01	18971	G	729	11	740	0.00021
BN30871	18969	G	176	18	194	0.00006
SZUA-451	18975	G	72	5	77	0.00002
FS08-3	18970	G	16	1	17	0.00000
Nitratifractor	18973	G	11	5	16	0.00000
Helicobacter_D	18910	G	1041	261	1302	0.00037
Wolinella	18919	G	406	26	432	0.00012
Helicobacter_J	18916	G	243	5	248	0.00007
Helicobacter_C	18909	G	102	5	107	0.00003
Helicobacter_H	18914	G	74	2	76	0.00002
Helicobacter_E	18911	G	69	17	86	0.00002
Helicobacter_G	18913	G	33	0	33	0.00001
Helicobacter_A	18907	G	31	1	32	0.00001
Helicobacter_B	18908	G	17	1	18	0.00001
Helicobacter	18906	G	12	0	12	0.00000
Helicobacter_F	18912	G	11	0	11	0.00000
NHYM01	18917	G	11	1	12	0.00000
NHYN01	18918	G	10	0	10	0.00000
Aliarcobacter	18874	G	859	398	1257	0.00036
NORP36	18891	G	287	534	821	0.00023
Halarcobacter	18882	G	231	41	272	0.00008
Poseidonibacter	18892	G	72	23	95	0.00003
Malaciobacter	18888	G	37	5	42	0.00001
Arcobacter_A	18876	G	36	1	37	0.00001
UBA6211	18893	G	34	5	39	0.00001
CAIJNA01	18880	G	32	6	38	0.00001
JAACJU01	18883	G	18	0	18	0.00001
CAJXII01	18881	G	17	0	17	0.00000
JAIOSF01	18885	G	11	1	12	0.00000
Campylobacter_A	18897	G	498	20	518	0.00015
Campylobacter_D	18899	G	406	142	548	0.00016
Campylobacter_E	18900	G	136	16	152	0.00004
JAIRKW01	18902	G	131	0	131	0.00004
Campylobacter_B	18898	G	96	8	104	0.00003
Campylobacter	18896	G	36	1	37	0.00001
Sulfurospirillum	18966	G	440	195	635	0.00018
Sulfurospirillum_A	18967	G	17	3	20	0.00001
JAADIZ01	18964	G	14	1	15	0.00000
JAOZPA01	18927	G	213	10	223	0.00006
Hydrogenimonas	18920	G	212	15	227	0.00006
UBA1877	18986	G	190	75	265	0.00008
GCA-2746565	18983	G	16	0	16	0.00000
JAOXRY01	18941	G	188	19	207	0.00006
JAADDL01	18925	G	107	12	119	0.00003
JALSKU01	18926	G	31	0	31	0.00001
Nitrosophilus	18929	G	73	3	76	0.00002
Nitratiruptor	18928	G	41	1	42	0.00001
SZUA-1433	18936	G	70	1	71	0.00002
Thiovulum_C	18981	G	15	2	17	0.00000
Thiovulum_B	18980	G	11	0	11	0.00000
UWMA-0117	18982	G	10	0	10	0.00000
JAJVLF01	18924	G	19	1	20	0.00001
JAABSR01	18921	G	17	0	17	0.00000
Caminibacter	18990	G	16	9	25	0.00001
JALTBU01	18991	G	13	202	215	0.00006
Sulfotelmatobacter	10569	G	821	691	1512	0.00043
Gp1-AA142	10542	G	630	5	635	0.00018
KAN-5	10562	G	174	7	181	0.00005
QIAJ01	10567	G	125	22	147	0.00004
QIAS01	10568	G	109	6	115	0.00003
JAICWP01	10550	G	45	0	45	0.00001
JABCYV01	10544	G	39	4	43	0.00001
Edaphobacter	10484	G	1016	10	1026	0.00029
Occallatibacter	10505	G	221	72	293	0.00008
Granulicella	10485	G	180	8	188	0.00005
Alloacidobacterium	10477	G	156	4	160	0.00005
Granulicella_C	10487	G	73	3	76	0.00002
Silvibacterium	10511	G	46	2	48	0.00001
Palsa-288	10507	G	35	4	39	0.00001
Palsa-343	10508	G	18	2	20	0.00001
Acidipila	10474	G	16	7	23	0.00001
JAKAAZ01	10499	G	15	24	39	0.00001
Acidisarcina	10475	G	10	2	12	0.00000
Angelobacter	10518	G	570	1	571	0.00016
Gp1-AA112	10517	G	200	3	203	0.00006
JAFAIN01	10521	G	15	0	15	0.00000
JAUQPO01	10441	G	229	0	229	0.00006
CADEFT01	10388	G	136	52	188	0.00005
JAPKYZ01	10440	G	129	0	129	0.00004
Bog-105	10382	G	106	29	135	0.00004
Ga0077553	10401	G	74	9	83	0.00002
Palsa-89	10450	G	65	29	94	0.00003
Palsa-187	10449	G	57	3	60	0.00002
JAHCHE01	10418	G	37	1	38	0.00001
BOG-234	10381	G	23	1	24	0.00001
PALSA-243	10446	G	21	23	44	0.00001
Bryobacter	10386	G	21	2	23	0.00001
JAIEPW01	10420	G	19	0	19	0.00001
PSRJ01	10448	G	18	0	18	0.00001
JACTMJ01	10408	G	15	0	15	0.00000
Solibacter	10455	G	15	6	21	0.00001
JADLDI01	10412	G	14	0	14	0.00000
DOZZ01	10394	G	11	0	11	0.00000
JAPPLB01	10465	G	33	11	44	0.00001
SCRD01	10589	G	513	804	1317	0.00037
RH2-MAG17b	10588	G	82	1	83	0.00002
Bog-366	10571	G	66	50	116	0.00003
Gp13-AA74	10575	G	53	34	87	0.00002
DSGC01	10368	G	399	49	448	0.00013
Acidoferrum	10366	G	91	17	108	0.00003
Palsa-295	10376	G	12	1	13	0.00000
JAKUNG01	10591	G	200	536	736	0.00021
JACPPJ01	10354	G	30	0	30	0.00001
JAIQFV01	10469	G	11	0	11	0.00000
GCA-002050365	10255	G	229	25	254	0.00007
JALZHR01	10272	G	221	0	221	0.00006
OLB17	10275	G	180	223	403	0.00011
PSRF01	10276	G	144	109	253	0.00007
JAIVJZ01	10269	G	39	0	39	0.00001
JALZCH01	10271	G	24	0	24	0.00001
JAIVGV01	10266	G	22	0	22	0.00001
UBA11740	10282	G	12	5	17	0.00000
JADJPF01	10245	G	272	66	338	0.00010
JAEUQL01	10246	G	262	39	301	0.00009
JAAFHI01	10242	G	47	0	47	0.00001
Chloracidobacterium	10241	G	43	0	43	0.00001
JAIBAN01	10244	G	12	0	12	0.00000
JADGNW01	10294	G	306	2	308	0.00009
JAKEHZ01	10290	G	94	33	127	0.00004
JAFDVL01	10287	G	35	2	37	0.00001
RBC074	10291	G	24	0	24	0.00001
Sulfomarinibacter	10643	G	386	0	386	0.00011
JAAESQ01	10637	G	202	25	227	0.00006
JANTFG01	10642	G	77	0	77	0.00002
RBG-13-68-16	10648	G	31	3	34	0.00001
JAAELT01	10619	G	357	3	360	0.00010
JAJPHC01	10601	G	103	0	103	0.00003
JALHTW01	10219	G	295	0	295	0.00008
UBA4085	10221	G	59	44	103	0.00003
JAAZPG01	10218	G	13	8	21	0.00001
WJMT01	10207	G	59	0	59	0.00002
SOIV01	10206	G	46	0	46	0.00001
JAFGMO01	10196	G	13	0	13	0.00000
G020344415	10193	G	10	6	16	0.00000
JdFR-80	10213	G	157	48	205	0.00006
RBG-16-66-30	10215	G	34	1	35	0.00001
Saccharicenans	10216	G	32	2	34	0.00001
JAOZTV01	10233	G	161	26	187	0.00005
JAKAGC01	10232	G	54	1	55	0.00002
UBA2199	10235	G	25	0	25	0.00001
JAHELQ01	10231	G	11	0	11	0.00000
JALXDT01	10224	G	97	1	98	0.00003
JAMOUT01	10226	G	14	0	14	0.00000
JAAYAM01	10678	G	835	7	842	0.00024
G020350445	10668	G	143	2	145	0.00004
JANQFM01	10673	G	15	0	15	0.00000
Geothrix	10310	G	491	24	515	0.00015
UBA12189	10316	G	63	38	101	0.00003
Holophaga	10311	G	39	6	45	0.00001
JANXPB01	10315	G	14	0	14	0.00000
WRHW01	10317	G	12	0	12	0.00000
JACJWC01	10306	G	34	2	36	0.00001
Sulfidibacter	10309	G	18	0	18	0.00001
JASJCB01	10308	G	13	0	13	0.00000
Fen-181	10715	G	163	15	178	0.00005
JACDCA01	10707	G	32	2	34	0.00001
WTFV01	10767	G	23	4	27	0.00001
DTWD01	10757	G	10	10	20	0.00001
Gp6-AA40	10735	G	16	0	16	0.00000
Gp6-AA45	10736	G	10	3	13	0.00000
WHTT01	10770	G	18	1	19	0.00001
JAAYUB01	10320	G	214	299	513	0.00015
Fusobacterium_A	22198	G	6681	2091	8772	0.00249
Fusobacterium_B	22199	G	2877	247	3124	0.00089
Cetobacterium_A	22196	G	1646	30	1676	0.00048
Fusobacterium	22197	G	369	139	508	0.00014
Psychrilyobacter	22208	G	152	13	165	0.00005
JAGNZR01	22205	G	59	5	64	0.00002
Cetobacterium	22195	G	32	8	40	0.00001
Hypnocyclicus	22201	G	27	1	28	0.00001
Ilyobacter_A	22203	G	13	0	13	0.00000
JAFGUR01	22204	G	12	12	24	0.00001
Caviibacter	22212	G	935	132	1067	0.00030
Leptotrichia	22216	G	434	14	448	0.00013
Streptobacillus	22223	G	229	199	428	0.00012
Sebaldella	22221	G	85	9	94	0.00003
CALHVR01	22211	G	39	34	73	0.00002
Sneathia	22222	G	33	12	45	0.00001
Pseudoleptotrichia	22219	G	15	4	19	0.00001
JAGOYM01	22215	G	10	32	42	0.00001
Caecibacter	15632	G	2063	33	2096	0.00059
Anaeroglobus	15631	G	269	130	399	0.00011
Megasphaera	15633	G	21	7	28	0.00001
Megasphaera_A	15634	G	17	0	17	0.00000
Megasphaera_C	15635	G	16	17	33	0.00001
Veillonella	15643	G	1543	623	2166	0.00061
Veillonella_A	15644	G	382	342	724	0.00021
F0422	15642	G	311	113	424	0.00012
Dialister	15628	G	730	203	933	0.00026
Quinella	15589	G	2492	22	2514	0.00071
Selenomonas_A	15600	G	461	106	567	0.00016
Anaerovibrio	15576	G	386	20	406	0.00012
Megamonas	15585	G	95	143	238	0.00007
Centipeda	15582	G	91	10	101	0.00003
Mitsuokella	15586	G	86	30	116	0.00003
CAMCDL01	15581	G	43	0	43	0.00001
RUG114	15596	G	30	0	30	0.00001
UBA3796	15608	G	14	0	14	0.00000
AWVT01	15575	G	12	0	12	0.00000
JARBTT01	15573	G	858	2732	3590	0.00102
URXU01	15546	G	684	1	685	0.00019
Phascolarctobacterium_A	15543	G	327	81	408	0.00012
Avacidaminococcus	15530	G	179	247	426	0.00012
Succiniclasticum	15545	G	114	23	137	0.00004
Acidaminococcus	15529	G	91	50	141	0.00004
CAG-266	15531	G	31	22	53	0.00002
Anaerospora	15620	G	856	456	1312	0.00037
JAJDHX01	15562	G	516	8	524	0.00015
Pelosinus	15553	G	307	146	453	0.00013
CTSoil-075	15552	G	27	0	27	0.00001
Anaerosporomusa	15613	G	97	7	104	0.00003
Sporomusa	15611	G	81	3	84	0.00002
JARLHX01	15616	G	38	26	64	0.00002
CTSoil-081	15615	G	34	0	34	0.00001
UMGS1260	15625	G	69	0	69	0.00002
JAJFUN01	15566	G	18	0	18	0.00001
Propionispora	15567	G	13	0	13	0.00000
BIFV01	15554	G	10	1	11	0.00000
CTSoil-072	15551	G	14	10	24	0.00001
RGIG982	15568	G	12	0	12	0.00000
Bacteriovorax	18442	G	1537	374	1911	0.00054
M0603	18480	G	1173	314	1487	0.00042
UBA4096	18486	G	830	3	833	0.00024
GCA-2712005	18453	G	516	57	573	0.00016
Halobacteriovorax_A	18458	G	258	12	270	0.00008
Halobacteriovorax	18457	G	170	0	170	0.00005
JABGUH01	18460	G	150	0	150	0.00004
GCA-2713145	18454	G	99	2	101	0.00003
BSW11-IV	18441	G	96	2	98	0.00003
JACKAK01	18464	G	65	4	69	0.00002
UBA845	18491	G	57	2	59	0.00002
CAKZJW01	18443	G	47	5	52	0.00001
JAAEST01	18459	G	30	3	33	0.00001
JAHDHG01	18472	G	29	0	29	0.00001
JADFZW01	18465	G	27	0	27	0.00001
JADGAN01	18466	G	17	1	18	0.00001
GWA2-49-15	18456	G	12	0	12	0.00000
XYC1-FULL-37-79	18492	G	12	1	13	0.00000
JAUHYH01	18478	G	11	4	15	0.00000
DYOQ01	18449	G	11	2	13	0.00000
UBA6144	18488	G	10	2	12	0.00000
YD12-FULL-39-22	18493	G	10	0	10	0.00000
GCA-2720865	18455	G	10	0	10	0.00000
Pseudobdellovibrio	18513	G	1066	150	1216	0.00035
UBA2316	18515	G	268	122	390	0.00011
Bdellovibrio	18497	G	230	3	233	0.00007
Ga0074139	18504	G	41	0	41	0.00001
PSRN01	18512	G	38	0	38	0.00001
CAIYID01	18498	G	18	0	18	0.00001
JACKAN01	18549	G	299	41	340	0.00010
JADJVA01	18550	G	118	0	118	0.00003
JAIBAM01	18555	G	93	1	94	0.00003
UBA1609	18562	G	74	1	75	0.00002
JALHOQ01	18557	G	68	0	68	0.00002
G023898385	18544	G	56	2	58	0.00002
JAGRAG01	18553	G	45	1	46	0.00001
JAGRAA01	18552	G	44	65	109	0.00003
J124	18546	G	33	0	33	0.00001
SKYF01	18561	G	10	8	18	0.00001
JAGQZY01	18526	G	133	10	143	0.00004
JAIEOS01	18527	G	128	1	129	0.00004
UBA3535	18565	G	97	0	97	0.00003
JAGRAL01	18564	G	21	2	23	0.00001
CALGWV01	18531	G	41	0	41	0.00001
JACOND01	18518	G	19	0	19	0.00001
JAAOIH01	18517	G	13	0	13	0.00000
JADLCR01	18569	G	19	0	19	0.00001
JADJXN01	18568	G	15	0	15	0.00000
CAMDKS01	18620	G	456	0	456	0.00013
CAMAXT01	18619	G	21	0	21	0.00001
RGVZ01	18621	G	15	1	16	0.00000
JADFZC01	18613	G	309	0	309	0.00009
Oligoflexus	18615	G	41	3	44	0.00001
JAKQGS01	18614	G	28	6	34	0.00001
CAIMVM01	18604	G	91	16	107	0.00003
JANQHA01	18609	G	28	0	28	0.00001
JAGOVF01	18605	G	11	7	18	0.00001
JALZUO01	18607	G	12	0	12	0.00000
Silvanigrella	18627	G	206	47	253	0.00007
CANGWC01	18622	G	145	0	145	0.00004
OMII01	18699	G	1016	4	1020	0.00029
JAGRAS01	18697	G	62	26	88	0.00002
JAGFJO01	18696	G	35	1	36	0.00001
JADLFC01	18672	G	68	0	68	0.00002
JAUIMJ01	18682	G	36	0	36	0.00001
JANWWW01	18670	G	29	0	29	0.00001
RFNO01	18578	G	803	31	834	0.00024
UBA2466	18579	G	292	0	292	0.00008
JACPST01	18586	G	370	21	391	0.00011
JACQJD01	18587	G	276	2	278	0.00008
2-02-FULL-40-11	18585	G	17	0	17	0.00000
JACRAO01	18654	G	136	0	136	0.00004
JACMQW01	18652	G	54	0	54	0.00002
CAIOHW01	18640	G	25	1	26	0.00001
UBA1018	18662	G	18	0	18	0.00001
CAIMNF01	18632	G	66	23	89	0.00003
CAIUGE01	18635	G	35	0	35	0.00001
JAGTJX01	18638	G	21	0	21	0.00001
JAMLID01	18630	G	31	0	31	0.00001
Desulfosporosinus	15344	G	3363	242	3605	0.00102
Desulfitobacterium	15342	G	102	15	117	0.00003
JAJZPA01	15347	G	18	0	18	0.00001
JAIRRL01	15360	G	525	1	526	0.00015
Gracilibacter	15357	G	192	46	238	0.00007
JAAYSI01	15359	G	14	44	58	0.00002
Dehalobacter	15355	G	11	11	22	0.00001
Heliobacterium	15364	G	551	11	562	0.00016
Heliorestis	15367	G	51	2	53	0.00002
UBA7185	15484	G	1256	29	1285	0.00036
UMGS1590	15485	G	1001	3050	4051	0.00115
RGIG6463	15483	G	167	145	312	0.00009
QAKL01	15482	G	22	0	22	0.00001
BICA1-8	15472	G	355	8	363	0.00010
JAAXZE01	15473	G	107	0	107	0.00003
UBA3933	15476	G	13	1	14	0.00000
SKKY01	15486	G	19	17	36	0.00001
UBA6129	15461	G	59	11	70	0.00002
SV3-B141	15458	G	30	41	71	0.00002
JANLFJ01	15455	G	19	3	22	0.00001
SM3-B62	15457	G	11	1	12	0.00000
WRMS01	15471	G	58	13	71	0.00002
UBA1368	15509	G	953	137	1090	0.00031
JAAYJK01	15494	G	759	35	794	0.00023
Syntrophomonas_B	15507	G	69	28	97	0.00003
DTU018	15490	G	56	28	84	0.00002
UBA4851	15511	G	41	95	136	0.00004
Thermosyntropha	15508	G	31	0	31	0.00001
PHAA01	15500	G	29	61	90	0.00003
JAAYRQ01	15495	G	23	0	23	0.00001
DTU019	15491	G	10	2	12	0.00000
DTU052	15487	G	31	6	37	0.00001
Desulfotomaculum_G	15402	G	250	79	329	0.00009
Desulfocucumis	15389	G	99	2	101	0.00003
CATZDY01	15388	G	69	23	92	0.00003
BRHc4a	15387	G	51	0	51	0.00001
UBA4053	15409	G	128	1	129	0.00004
46-80	15406	G	69	13	82	0.00002
VENG01	15422	G	157	0	157	0.00004
JAIPEW01	15421	G	10	0	10	0.00000
Desulforadius	15395	G	89	0	89	0.00003
Syntrophopropionicum	15418	G	24	50	74	0.00002
UBA3103	15420	G	16	1	17	0.00000
Desulfotomaculum	15398	G	28	11	39	0.00001
CAJYBN01	15383	G	11	4	15	0.00000
Desulfopertinax	15375	G	27	4	31	0.00001
JAJYZD01	15379	G	13	0	13	0.00000
Desulfitibacter	15435	G	505	310	815	0.00023
JAAZDD01	15432	G	256	104	360	0.00010
Zhaonella	15434	G	188	45	233	0.00007
UBA12545	15447	G	15	0	15	0.00000
PH28-bin88	15452	G	28	16	44	0.00001
JAAYQE01	15305	G	866	314	1180	0.00033
Syntrophaceticus	15314	G	117	22	139	0.00004
Ch130	15310	G	58	7	65	0.00002
Avidehalobacter	15335	G	30	42	72	0.00002
JAAVYR01	15321	G	28	1	29	0.00001
HGM13862	15323	G	10	1	11	0.00000
UBA5755	15338	G	14	0	14	0.00000
Formimonas	15318	G	21	1	22	0.00001
UBA5767	15520	G	39	42	81	0.00002
WTXA01	15518	G	18	0	18	0.00001
TC1	15517	G	11	0	11	0.00000
Phosphitispora	15525	G	13	1	14	0.00000
JAJDAH01	23125	G	506	1	507	0.00014
JADJRH01	23112	G	346	3	349	0.00010
Labilithrix	23136	G	224	15	239	0.00007
JABFRG01	23104	G	45	1	46	0.00001
CAITIQ01	23094	G	44	3	47	0.00001
SYFR01	23146	G	36	3	39	0.00001
Chondromyces	23100	G	31	2	33	0.00001
Sorangium	23148	G	26	1	27	0.00001
Polyangium	23144	G	14	0	14	0.00000
JAHFDX01	23122	G	10	0	10	0.00000
JAADHO01	23152	G	39	0	39	0.00001
SG8-38	23160	G	30	2	32	0.00001
SCUS01	23077	G	27	2	29	0.00001
JAOUOP01	23087	G	27	0	27	0.00001
JAKSDA01	23018	G	570	0	570	0.00016
Haliangium	23013	G	561	41	602	0.00017
JABFXX01	23014	G	53	2	55	0.00002
JAHDIH01	23016	G	14	2	16	0.00000
JASJCT01	23037	G	74	0	74	0.00002
JAFGXQ01	23031	G	67	1	68	0.00002
JAFGVO01	23030	G	60	4	64	0.00002
HGW-17	23005	G	65	8	73	0.00002
SLPX01	23012	G	13	0	13	0.00000
Paraliomyxa	23054	G	29	2	31	0.00001
Nannocystis	23053	G	14	0	14	0.00000
JACKDW01	23049	G	11	0	11	0.00000
SHYY01	23067	G	44	5	49	0.00001
Archangium	22949	G	1187	0	1187	0.00034
Myxococcus	22972	G	432	24	456	0.00013
Hyalangium	22955	G	405	9	414	0.00012
JAEUJP01	22960	G	209	31	240	0.00007
Cystobacter	22953	G	41	2	43	0.00001
Corallococcus	22952	G	37	4	41	0.00001
CAIOAK01	22941	G	209	16	225	0.00006
CAIWCD01	22935	G	11	0	11	0.00000
CAJWHX01	23233	G	851	59	910	0.00026
UBA796	23236	G	15	13	28	0.00001
CAIUMM01	23219	G	114	17	131	0.00004
SXON01	23224	G	20	2	22	0.00001
JACKEQ01	23205	G	21	7	28	0.00001
UBA1532	22926	G	306	0	306	0.00009
CAKZRU01	22927	G	162	10	172	0.00005
CAJXPB01	22888	G	21	0	21	0.00001
JAUIBR01	22893	G	10	1	11	0.00000
CAKZKQ01	22900	G	27	1	28	0.00001
JAFGEK01	23292	G	488	0	488	0.00014
JASMKV01	23294	G	41	1	42	0.00001
CAIMEY01	23271	G	95	10	105	0.00003
UBA9042	23281	G	82	6	88	0.00002
SXIE01	23266	G	134	14	148	0.00004
DUVQ01	23248	G	32	8	40	0.00001
VGSZ01	23191	G	131	6	137	0.00004
JAHDBA01	23187	G	43	0	43	0.00001
JAUIJE01	23189	G	28	21	49	0.00001
JAHFEG01	23185	G	20	0	20	0.00001
G023898405	23179	G	16	0	16	0.00000
JAKLKB01	23176	G	51	2	53	0.00002
UBA6777	23178	G	20	0	20	0.00001
JAKLGA01	22883	G	33	5	38	0.00001
JAFCZJ01	22880	G	22	0	22	0.00001
GCA-002707905	22769	G	707	64	771	0.00022
UBA2125	22772	G	245	557	802	0.00023
GCA-2715465	22770	G	162	83	245	0.00007
S15-B10	22771	G	53	10	63	0.00002
TCS55	22779	G	440	59	499	0.00014
UBA2126	22782	G	435	701	1136	0.00032
GCA-002701945	22776	G	24	18	42	0.00001
JAAZYX01	22778	G	20	1	21	0.00001
JAADGP01	22764	G	168	0	168	0.00005
TMED80	22796	G	29	5	34	0.00001
GCA-2722105	22792	G	25	1	26	0.00001
Marinisoma	22768	G	85	62	147	0.00004
JABMOV01	22765	G	46	0	46	0.00001
JAHJCW01	22767	G	12	0	12	0.00000
JABHXA01	22810	G	786	233	1019	0.00029
JACNLC01	22812	G	530	14	544	0.00015
TMED161	22814	G	542	157	699	0.00020
GCA-2689995	22807	G	209	89	298	0.00008
GCA-2717625	22805	G	47	20	67	0.00002
JACZSB01	22819	G	43	5	48	0.00001
TMED198	22815	G	27	8	35	0.00001
M50B103	22757	G	1766	37	1803	0.00051
TCS52	22758	G	263	10	273	0.00008
B118-G9	22832	G	826	1	827	0.00023
BS750m-G69	22833	G	41	3	44	0.00001
JABMPR01	22838	G	569	213	782	0.00022
JACZTG01	22823	G	395	37	432	0.00012
JAANXI01	22761	G	18	3	21	0.00001
JAADHP01	23495	G	788	0	788	0.00022
JALUAR01	23497	G	75	40	115	0.00003
JAADIE01	23496	G	15	0	15	0.00000
JdFR-85	23498	G	11	0	11	0.00000
Kmv42	23526	G	388	10	398	0.00011
JACRGU01	23522	G	75	4	79	0.00002
JACAEY01	23520	G	53	0	53	0.00002
VGWX01	23529	G	13	0	13	0.00000
JAKALU01	23536	G	213	8	221	0.00006
MYbin3	23489	G	110	57	167	0.00005
CALJEL01	23475	G	119	0	119	0.00003
JAKAEG01	23508	G	104	22	126	0.00004
Magnetocorallium	23515	G	63	0	63	0.00002
Magnetominusculus	23516	G	14	2	16	0.00000
Thermodesulfovibrio	23532	G	60	9	69	0.00002
G020347665	23539	G	11	0	11	0.00000
JACQXH01	23556	G	599	108	707	0.00020
SURF-23	23577	G	210	7	217	0.00006
CALZJD01	23567	G	136	15	151	0.00004
JAADFS01	23570	G	15	0	15	0.00000
JACQZG01	23572	G	15	0	15	0.00000
JACROO01	23561	G	78	2	80	0.00002
JAALKI01	23453	G	910	4	914	0.00026
UBA8639	23458	G	700	5	705	0.00020
JAGQKC01	23456	G	185	74	259	0.00007
G020348185	23450	G	40	0	40	0.00001
Nitrospira_D	23440	G	438	8	446	0.00013
RSF151	23443	G	151	0	151	0.00004
Nitrospira_A	23438	G	43	14	57	0.00002
Nitrospira_C	23439	G	30	4	34	0.00001
Palsa-1315	23442	G	27	0	27	0.00001
UBA2166	23448	G	513	986	1499	0.00043
Manganitrophus	23462	G	91	0	91	0.00003
JAADHI01	23460	G	63	0	63	0.00002
JAJDBU01	23461	G	12	0	12	0.00000
JACPZJ01	23407	G	56	1	57	0.00002
JACRHF01	23411	G	16	2	18	0.00001
JACRHJ01	23414	G	66	0	66	0.00002
JACRHK01	23467	G	60	0	60	0.00002
JAAXXJ01	23582	G	38	0	38	0.00001
UBA9217	23587	G	12	0	12	0.00000
JARUKZ01	22157	G	1226	2	1228	0.00035
JAAYEB01	22149	G	192	8	200	0.00006
GUT77	22148	G	160	0	160	0.00005
JAAZBG01	22152	G	100	24	124	0.00004
JAAYPC01	22151	G	84	18	102	0.00003
Chitinispirillum	22147	G	28	0	28	0.00001
JAFGIN01	22155	G	20	0	20	0.00001
WJKA01	22165	G	674	1	675	0.00019
JANQEN01	22161	G	305	8	313	0.00009
JAUVGS01	22162	G	305	17	322	0.00009
JAUXBV01	22163	G	37	1	38	0.00001
